num_containers,timestamp
1514,1692476058
8111,1695438289
8432,1674705482
10189,1692901963
12701,1666340418
9159,1680116905
9489,1665534466
5773,1672363396
6901,1691706373
6376,1681579583
13128,1695057099
9606,1681921380
4126,1685802135
6118,1683783329
5883,1688808568
13821,1678121156
10869,1672139359
5826,1669956793
5828,1678697335
13645,1684891467
1977,1667178580
14535,1687946006
9278,1679280159
14011,1686481849
9198,1689703064
12411,1692381794
10971,1665248412
8828,1678060883
3642,1688031888
5928,1692966580
13166,1667089440
2916,1681110836
5752,1667284342
9426,1669730414
14374,1683988230
9504,1684901763
5947,1682954354
5030,1681666644
6432,1688960154
11547,1670478933
4977,1683826523
6191,1665104737
2162,1692772176
6309,1684230660
8131,1674960337
13641,1676279785
4430,1667321268
10627,1695001745
11728,1694387442
9130,1671906200
3889,1666133537
4677,1665873024
3093,1667543474
5951,1686750469
8200,1674514423
3583,1678069585
8671,1690586126
7711,1686230505
4143,1685206968
12432,1688206744
5512,1682935358
9994,1669778928
6673,1682206332
10048,1690200855
986,1670271197
6794,1675880327
7773,1686287203
7402,1665845800
9495,1686413169
10265,1668306675
11404,1687223421
10378,1666541666
2909,1692273394
6837,1673385208
7208,1688855207
6621,1667227411
8144,1694922409
7782,1671663669
6372,1693068725
12815,1681620589
7742,1666861997
9271,1667902828
14646,1695095610
7910,1668132038
3747,1687903535
4812,1671741085
14051,1682145219
4180,1677038373
2547,1676057948
6867,1687620992
2755,1694542588
11241,1693463618
14374,1688961010
2315,1668799481
7601,1672485452
9556,1688314749
10771,1683443822
14583,1680144840
3919,1666192780
10034,1691572534
6968,1680688519
12309,1679260276
1279,1689417705
11949,1695212334
12552,1687819806
3010,1668843960
12983,1687497044
11855,1693038873
4644,1666411372
11000,1694457351
5077,1677245612
12924,1669116966
10378,1674163257
3881,1693466707
3226,1683598391
13567,1688798106
10360,1680789404
5699,1677087229
2333,1677244087
6210,1673886998
13237,1668839129
12279,1669647000
2441,1680806835
10629,1695933043
2147,1665423498
8690,1695176228
12943,1677401931
1029,1672531662
12380,1684385698
2336,1675641661
3951,1674643950
3092,1676041704
13662,1695972718
11195,1695503853
7334,1674594695
3031,1682801548
9945,1688312711
5057,1674019535
10882,1681043061
12360,1665885706
1466,1668170356
8315,1686830273
10131,1685326980
4344,1673592007
2361,1688005968
3780,1679675328
13170,1690954579
11646,1670995883
6033,1676181402
12243,1692817375
11793,1694326616
12261,1692297369
12430,1689841377
12772,1677779362
1594,1671035379
7571,1681362974
14413,1679494436
11968,1694983302
1824,1672131727
9628,1683117040
2730,1690770743
4836,1688822300
11619,1674117877
9597,1677305019
11574,1678826231
8536,1679884859
7145,1691410102
9248,1673150109
2084,1669347314
9745,1667808723
11434,1671890136
14732,1670773200
8974,1667726988
10326,1665234255
10488,1674355572
9063,1693938338
13114,1674092161
11047,1686857613
5050,1677183208
6799,1669324887
9744,1684090509
8648,1673329966
10816,1668203773
9009,1666511688
14964,1678005523
13867,1681711241
12843,1676032368
4425,1685863303
9613,1689698523
13720,1691603482
12553,1667301704
5338,1684682926
2622,1676590401
13334,1686426157
1532,1679497543
2700,1667943840
1363,1688985818
9499,1689594752
7857,1664797506
13513,1677711373
12052,1683519775
4217,1694041844
10539,1669702763
5116,1677446429
14226,1687062765
4806,1688101613
3701,1687665651
4666,1688876422
6752,1679038673
11925,1689066162
8456,1667646560
10887,1667107816
2541,1695872337
2548,1666251667
11370,1679799043
5963,1688852059
8216,1693813535
11377,1666692868
1847,1685046216
13953,1681502336
2388,1670162632
7260,1680609117
2339,1676866711
12869,1664758727
10127,1684822357
10703,1694090035
2351,1690156213
7324,1682723521
3603,1668425093
10190,1669962068
3919,1694510814
4302,1693244864
10086,1674376808
2591,1682567176
6033,1666097589
14146,1665231192
5747,1685777061
13010,1669858962
11027,1695415998
6455,1669111416
8395,1693341411
8142,1682708213
2621,1665223226
1847,1692050173
12098,1669321460
10087,1679243396
3304,1692490680
10263,1672550345
9868,1688682536
2382,1692554855
14001,1669394475
2767,1666608102
10244,1680316123
10186,1676204772
7749,1695902778
3835,1667991509
3636,1665219883
5285,1684999693
6515,1675256642
866,1678225288
13142,1688545607
10102,1677428830
11482,1686062206
2850,1681528129
3590,1690853668
9480,1681414908
8800,1688364233
1446,1682831199
11255,1672262283
1720,1670429478
5119,1677052303
3627,1684342871
12409,1687627630
3022,1681399222
5263,1675335786
14648,1681932913
2674,1693209171
776,1686061790
4783,1682049106
10125,1683828122
1692,1669323917
3715,1694628713
14961,1692456039
5826,1672306912
7335,1682555530
2921,1671503621
3275,1674836535
3884,1685310807
1443,1692402007
3234,1690748304
12310,1666293338
7206,1695908978
2932,1665330149
9581,1686136534
1696,1673188463
14418,1670879881
6882,1695611705
7809,1693511380
13475,1691138652
2031,1674652701
7458,1684458144
12563,1688246902
5083,1688190696
14395,1688084880
4387,1686918917
5133,1670919405
10825,1668477302
872,1694006931
945,1689703839
14819,1664651212
11643,1681694726
746,1693938970
8328,1693255278
4626,1686530347
13580,1691876814
12197,1665256728
3044,1692323954
4004,1692063207
2459,1665092591
14511,1684435846
6330,1693444792
11729,1665964292
8919,1680262655
12777,1687553501
889,1678293584
1989,1692518059
3078,1686176418
14197,1671958440
10269,1687924655
5487,1667602481
10559,1665336968
6249,1694763705
5865,1666868257
9328,1669083323
14683,1693449372
2921,1668678195
11263,1676527440
1638,1669861409
8724,1680336511
8223,1686703511
5715,1668012128
10654,1669276802
7012,1675611790
1147,1678077139
9070,1667331523
1602,1686153323
12319,1681311620
13416,1679913475
5433,1684788534
12020,1678944890
10595,1673489221
12423,1677163853
4077,1688274162
13337,1687199150
8809,1688459090
6337,1687844218
4719,1672842397
5281,1689597486
3781,1667816062
9468,1695910084
14563,1673053164
10664,1689584083
14217,1685987970
5695,1674912001
4813,1666045805
11838,1677756351
10261,1671448236
11995,1669420315
9507,1665805501
3585,1675338110
2909,1694984494
6351,1681261811
14540,1673169271
9313,1683857324
11642,1693397267
4101,1671205351
13352,1677961274
12205,1672330037
1003,1679567476
1489,1687299439
8271,1689827989
14237,1689443406
8915,1676265731
13032,1671817261
1234,1680791938
12821,1668839017
1007,1677828848
13550,1681118762
12139,1682625445
11136,1694159460
6650,1666106098
4218,1690609819
6490,1670156499
14216,1682440705
8039,1674060936
7603,1665968709
871,1678377050
849,1678046115
14343,1664557598
726,1692662072
11743,1676514997
1004,1682198226
6801,1689288891
8197,1683910108
8880,1667834305
10832,1665708445
11213,1683452993
6731,1691891450
5025,1678810788
7518,1692312354
13353,1673868773
10150,1686689062
11809,1667389298
11485,1678191341
6308,1675183909
9667,1672696708
3884,1668035317
12469,1690157751
14530,1689368633
933,1682600099
7906,1672282492
9253,1683948384
5620,1681278855
3398,1681748131
3080,1665688101
11556,1684649218
11480,1664916053
7067,1675705195
9286,1688593923
8995,1674315576
1352,1678882120
11621,1666771235
6436,1676364908
9865,1695652588
7156,1691475990
1872,1693508335
11930,1667021248
4363,1674390420
5416,1672506265
12756,1685772661
9222,1685344200
13661,1684503657
8925,1670532475
5204,1670977518
5356,1672239363
14231,1679934289
9279,1686369447
3241,1693192333
5602,1693825890
12018,1675233275
10241,1681747591
5537,1668146796
3386,1688870279
10139,1675627295
11459,1694382718
760,1667595975
2505,1694775630
11652,1682116473
14747,1677985087
